EADARP version 11bb-dirty
ARGS: --ifile=EADARP/instances/l2/a180-3600.txt --repair_max_routes=40 --mh_lfreq=1 --mh_checkit=true --only_single_s_visits=false --seed=1479419931 --mh_titer=300 --odir=EADARP/prunedArcs/a200-4000 --oname=run2
Settings:
--alns_gamma=0.025
--alns_segment_size=100
--alns_sigma1=10
--alns_sigma2=9
--alns_sigma3=3
--at_most_one_s=false
--gamma=-1.0
--ifile=EADARP/instances/l2/a180-3600.txt
--infeasible_arcs=EADARP/infeasible_arcs
--insert_charging_otf=true
--insert_cost_noise=0.014
--lns_init_temp_factor=0.0
--lns_temp_dec_factor=0.99
--log_all_sols_fname=
--mh_checkit=true
--mh_lfreq=1
--mh_lnewinc=true
--mh_tciter=-1
--mh_tctime=-1.0
--mh_titer=300
--mh_tobj=-1.0
--mh_ttime=-1.0
--odir=EADARP/prunedArcs/a200-4000
--oname=run2
--only_single_s_visits=false
--repair_max_routes=40
--route_based_ops=0
--seed=1479419931
--use_milp_in_otf=0
--xcheck_isfeasible=false

EADARPInstance(EADARP/instances/l2/a180-3600.txt, n=3600, n_K=180, S=[7563, 7564, 7565], Q=14.85, n_F=180, γ=0.7, T_plan=1200.0)

T preprocessing time [s]: 6.277
I       iter             best          obj_old          obj_new        time              method info
I          1     100031.00000     103600.00000     100031.00000    102.3040                 con 
I          2      39694.73991     100031.00000      39694.73991    104.4250        drrr_15+rroi 
I          3      39694.73991      39694.73991      39742.17335    107.5000         drrr_15+rrg 
I          4      39683.75389      39694.73991      39683.75389    108.9650        drrr_15+rroi 
I          5      39654.99522      39683.75389      39654.99522    110.5990        drrr_15+rroi 
I          6      39654.99522      39654.99522      39660.55516    112.2160        drrr_15+rrri 
I          7      39654.99522      39654.99522      39660.04549    113.8920        drrr_15+rrri 
I          8      39654.99522      39654.99522      39692.95110    117.0640         drrr_15+rrg 
I          9      39654.99522      39654.99522      39676.14701    118.5530        drrr_15+rrri 
I         10      39654.99522      39654.99522      39675.55367    119.9910        drrr_15+rroi 
I         11      39654.99522      39654.99522      39705.75023    121.3390        drrr_15+rroi 
I         12      39654.99522      39654.99522      39670.74506    122.8260        drrr_15+rroi 
I         13      39654.99522      39654.99522      39682.18651    124.3160        drrr_15+rroi 
I         14      39654.29536      39654.99522      39654.29536    125.9580        drrr_15+rroi 
I         15      39654.29536      39654.29536      39695.68942    129.1950         drrr_15+rrg 
I         16      39654.29536      39654.29536      39666.64293    130.6270        drrr_15+rroi 
I         17      39634.93180      39654.29536      39634.93180    132.1370        drrr_15+rroi 
I         18      39625.38591      39634.93180      39625.38591    135.2730         drrr_15+rrg 
I         19      39625.38591      39625.38591      39637.43483    136.7730        drrr_15+rroi 
I         20      39625.38591      39625.38591      39675.24302    138.2020        drrr_15+rrri 
I         21      39625.38591      39625.38591      39643.03652    141.6300         drrr_15+rrg 
I         22      39625.38591      39625.38591      39637.47710    143.2040        drrr_15+rrri 
I         23      39625.38591      39625.38591      39667.27195    144.5860        drrr_15+rroi 
I         24      39615.53234      39625.38591      39615.53234    146.2160        drrr_15+rroi 
I         25      39615.53234      39615.53234      39638.35126    147.8260        drrr_15+rroi 
I         26      39615.53234      39615.53234      39628.19615    150.8920         drrr_15+rrg 
I         27      39615.53234      39615.53234      39691.70371    153.9770         drrr_15+rrg 
I         28      39615.53234      39615.53234      39622.08168    156.5280         drrr_15+rrg 
I         29      39615.53234      39615.53234      39618.96178    157.9700        drrr_15+rroi 
I         30      39615.53234      39615.53234      39627.28790    159.2800        drrr_15+rrri 
I         31      39615.53234      39615.53234      39637.58642    160.6680        drrr_15+rrri 
I         32      39615.53234      39615.53234      39716.79046    163.7420         drrr_15+rrg 
I         33      39588.15093      39615.53234      39588.15093    166.8220         drrr_15+rrg 
I         34      39588.15093      39588.15093      39668.52301    170.0550         drrr_15+rrg 
