EADARP version 11bb-dirty
ARGS: --ifile=EADARP/instances/l2/a180-3600.txt --repair_max_routes=40 --mh_lfreq=1 --mh_checkit=true --only_single_s_visits=false --seed=1479419931 --mh_titer=300 --odir=EADARP/prunedArcs/a200-4000 --oname=run3
Settings:
--alns_gamma=0.025
--alns_segment_size=100
--alns_sigma1=10
--alns_sigma2=9
--alns_sigma3=3
--at_most_one_s=false
--gamma=-1.0
--ifile=EADARP/instances/l2/a180-3600.txt
--infeasible_arcs=EADARP/infeasible_arcs
--insert_charging_otf=true
--insert_cost_noise=0.014
--lns_init_temp_factor=0.0
--lns_temp_dec_factor=0.99
--log_all_sols_fname=
--mh_checkit=true
--mh_lfreq=1
--mh_lnewinc=true
--mh_tciter=-1
--mh_tctime=-1.0
--mh_titer=300
--mh_tobj=-1.0
--mh_ttime=-1.0
--odir=EADARP/prunedArcs/a200-4000
--oname=run3
--only_single_s_visits=false
--repair_max_routes=40
--route_based_ops=0
--seed=1479419931
--use_milp_in_otf=0
--xcheck_isfeasible=false

EADARPInstance(EADARP/instances/l2/a180-3600.txt, n=3600, n_K=180, S=[7563, 7564, 7565], Q=14.85, n_F=180, γ=0.7, T_plan=1200.0)

T preprocessing time [s]: 6.243
I       iter             best          obj_old          obj_new        time              method info
I          1     100031.00000     103600.00000     100031.00000    101.4860                 con 
I          2      39694.73991     100031.00000      39694.73991    103.5980        drrr_15+rroi 
I          3      39694.73991      39694.73991      39742.17335    106.5540         drrr_15+rrg 
I          4      39683.75389      39694.73991      39683.75389    107.9820        drrr_15+rroi 
I          5      39654.99522      39683.75389      39654.99522    109.6430        drrr_15+rroi 
I          6      39654.99522      39654.99522      39660.55516    111.3170        drrr_15+rrri 
I          7      39654.99522      39654.99522      39660.04549    112.9820        drrr_15+rrri 
I          8      39654.99522      39654.99522      39692.95110    116.1880         drrr_15+rrg 
I          9      39654.99522      39654.99522      39676.14701    117.6760        drrr_15+rrri 
I         10      39654.99522      39654.99522      39675.55367    119.1100        drrr_15+rroi 
I         11      39654.99522      39654.99522      39705.75023    120.4630        drrr_15+rroi 
I         12      39654.99522      39654.99522      39670.74506    121.9360        drrr_15+rroi 
I         13      39654.99522      39654.99522      39682.18651    123.4460        drrr_15+rroi 
I         14      39654.29536      39654.99522      39654.29536    125.0480        drrr_15+rroi 
I         15      39654.29536      39654.29536      39695.68942    128.3410         drrr_15+rrg 
I         16      39654.29536      39654.29536      39666.64293    129.7400        drrr_15+rroi 
I         17      39634.93180      39654.29536      39634.93180    131.2480        drrr_15+rroi 
I         18      39625.38591      39634.93180      39625.38591    134.3720         drrr_15+rrg 
I         19      39625.38591      39625.38591      39637.43483    135.8700        drrr_15+rroi 
I         20      39625.38591      39625.38591      39675.24302    137.3010        drrr_15+rrri 
I         21      39625.38591      39625.38591      39643.03652    140.7380         drrr_15+rrg 
I         22      39625.38591      39625.38591      39637.47710    142.3630        drrr_15+rrri 
I         23      39625.38591      39625.38591      39667.27195    143.7000        drrr_15+rroi 
I         24      39615.53234      39625.38591      39615.53234    145.2120        drrr_15+rroi 
I         25      39615.53234      39615.53234      39638.35126    146.8580        drrr_15+rroi 
I         26      39615.53234      39615.53234      39628.19615    150.1440         drrr_15+rrg 
I         27      39615.53234      39615.53234      39691.70371    153.2700         drrr_15+rrg 
I         28      39615.53234      39615.53234      39622.08168    155.8890         drrr_15+rrg 
I         29      39615.53234      39615.53234      39618.96178    157.3580        drrr_15+rroi 
I         30      39615.53234      39615.53234      39627.28790    158.6600        drrr_15+rrri 
I         31      39615.53234      39615.53234      39637.58642    160.0780        drrr_15+rrri 
I         32      39615.53234      39615.53234      39716.79046    163.2660         drrr_15+rrg 
I         33      39588.15093      39615.53234      39588.15093    166.4220         drrr_15+rrg 
I         34      39588.15093      39588.15093      39668.52301    169.6110         drrr_15+rrg 
I         35      39588.15093      39588.15093      39613.00219    172.4570         drrr_15+rrg 
I         36      39588.15093      39588.15093      39598.54755    175.7110         drrr_15+rrg 
I         37      39588.15093      39588.15093      39658.41675    177.1770        drrr_15+rrri 
I         38      39588.15093      39588.15093      39619.55557    178.6570        drrr_15+rrri 
I         39      39588.15093      39588.15093      39623.37976    180.1040        drrr_15+rrri 
I         40      39588.15093      39588.15093      39591.79092    181.8360        drrr_15+rroi 
I         41      39588.15093      39588.15093      39614.95509    185.1600         drrr_15+rrg 
I         42      39588.15093      39588.15093      39596.59737    188.4300         drrr_15+rrg 
I         43      39588.15093      39588.15093      39607.43588    189.8230        drrr_15+rroi 
I         44      39575.75137      39588.15093      39575.75137    191.1650        drrr_15+rroi 
I         45      39575.75137      39575.75137      39634.11060    194.7860         drrr_15+rrg 
I         46      39575.75137      39575.75137      39586.98218    197.7450         drrr_15+rrg 
I         47      39575.75137      39575.75137      39586.32675    199.0830        drrr_15+rroi 
I         48      39575.75137      39575.75137      39620.96931    200.3560        drrr_15+rrri 
I         49      39575.75137      39575.75137      39579.55273    201.9060        drrr_15+rrri 
I         50      39575.75137      39575.75137      39602.44273    203.2780        drrr_15+rroi 
I         51      39573.26705      39575.75137      39573.26705    205.2660        drrr_15+rrri 
I         52      39573.26705      39573.26705      39576.73943    206.8560        drrr_15+rroi 
I         53      39573.26705      39573.26705      39627.38397    208.2240        drrr_15+rrri 
I         54      39573.26705      39573.26705      39590.50393    209.6260        drrr_15+rroi 
I         55      39573.26705      39573.26705      39605.57660    210.9010        drrr_15+rrri 
I         56      39573.26705      39573.26705      39607.05392    212.3160        drrr_15+rrri 
I         57      39573.26705      39573.26705      39577.52900    213.7360        drrr_15+rroi 
I         58      39573.26705      39573.26705      39600.71416    215.4020        drrr_15+rroi 
I         59      39573.26705      39573.26705      39587.06216    218.4470         drrr_15+rrg 
I         60      39573.26705      39573.26705      39609.35981    219.7580        drrr_15+rroi 
I         61      39573.26705      39573.26705      39607.53443    222.8510         drrr_15+rrg 
I         62      39573.26705      39573.26705      39591.47811    224.1790        drrr_15+rroi 
I         63      39573.26705      39573.26705      39618.23194    225.6560        drrr_15+rrri 
I         64      39573.26705      39573.26705      39636.00667    228.2190         drrr_15+rrg 
I         65      39552.97841      39573.26705      39552.97841    229.6540        drrr_15+rroi 
