EADARP version 11bb-dirty
ARGS: --ifile=EADARP/instances/l2/a180-3600.txt --repair_max_routes=40 --mh_lfreq=1 --mh_checkit=true --only_single_s_visits=false --seed=1479419931 --mh_titer=300 --odir=EADARP/prunedArcs/a200-4000 --oname=run7
Settings:
--alns_gamma=0.025
--alns_segment_size=100
--alns_sigma1=10
--alns_sigma2=9
--alns_sigma3=3
--at_most_one_s=false
--gamma=-1.0
--ifile=EADARP/instances/l2/a180-3600.txt
--infeasible_arcs=EADARP/infeasible_arcs
--insert_charging_otf=true
--insert_cost_noise=0.014
--lns_init_temp_factor=0.0
--lns_temp_dec_factor=0.99
--log_all_sols_fname=
--mh_checkit=true
--mh_lfreq=1
--mh_lnewinc=true
--mh_tciter=-1
--mh_tctime=-1.0
--mh_titer=300
--mh_tobj=-1.0
--mh_ttime=-1.0
--odir=EADARP/prunedArcs/a200-4000
--oname=run7
--only_single_s_visits=false
--repair_max_routes=40
--route_based_ops=0
--seed=1479419931
--use_milp_in_otf=0
--xcheck_isfeasible=false

EADARPInstance(EADARP/instances/l2/a180-3600.txt, n=3600, n_K=180, S=[7563, 7564, 7565], Q=14.85, n_F=180, γ=0.7, T_plan=1200.0)

T preprocessing time [s]: 6.415
I       iter             best          obj_old          obj_new        time              method info
I          1     100031.00000     103600.00000     100031.00000    101.5330                 con 
I          2      39694.73991     100031.00000      39694.73991    103.6820        drrr_15+rroi 
I          3      39694.73991      39694.73991      39742.17335    106.6810         drrr_15+rrg 
I          4      39683.75389      39694.73991      39683.75389    108.1130        drrr_15+rroi 
I          5      39654.99522      39683.75389      39654.99522    109.7810        drrr_15+rroi 
I          6      39654.99522      39654.99522      39660.55516    111.4520        drrr_15+rrri 
I          7      39654.99522      39654.99522      39660.04549    113.1090        drrr_15+rrri 
I          8      39654.99522      39654.99522      39692.95110    116.2790         drrr_15+rrg 
I          9      39654.99522      39654.99522      39676.14701    117.7260        drrr_15+rrri 
I         10      39654.99522      39654.99522      39675.55367    119.1060        drrr_15+rroi 
I         11      39654.99522      39654.99522      39705.75023    120.4720        drrr_15+rroi 
I         12      39654.99522      39654.99522      39670.74506    121.8690        drrr_15+rroi 
I         13      39654.99522      39654.99522      39682.18651    123.2690        drrr_15+rroi 
I         14      39654.29536      39654.99522      39654.29536    124.8950        drrr_15+rroi 
I         15      39654.29536      39654.29536      39695.68942    128.1470         drrr_15+rrg 
I         16      39654.29536      39654.29536      39666.64293    129.6110        drrr_15+rroi 
I         17      39634.93180      39654.29536      39634.93180    131.1530        drrr_15+rroi 
I         18      39625.38591      39634.93180      39625.38591    134.1980         drrr_15+rrg 
I         19      39625.38591      39625.38591      39637.43483    135.6950        drrr_15+rroi 
I         20      39625.38591      39625.38591      39675.24302    137.0150        drrr_15+rrri 
I         21      39625.38591      39625.38591      39643.03652    140.3550         drrr_15+rrg 
I         22      39625.38591      39625.38591      39637.47710    141.9380        drrr_15+rrri 
I         23      39625.38591      39625.38591      39667.27195    143.1660        drrr_15+rroi 
I         24      39615.53234      39625.38591      39615.53234    144.6630        drrr_15+rroi 
I         25      39615.53234      39615.53234      39638.35126    146.2740        drrr_15+rroi 
I         26      39615.53234      39615.53234      39628.19615    149.5120         drrr_15+rrg 
I         27      39615.53234      39615.53234      39691.70371    152.6620         drrr_15+rrg 
I         28      39615.53234      39615.53234      39622.08168    155.2560         drrr_15+rrg 
I         29      39615.53234      39615.53234      39618.96178    156.7030        drrr_15+rroi 
I         30      39615.53234      39615.53234      39627.28790    158.0510        drrr_15+rrri 
I         31      39615.53234      39615.53234      39637.58642    159.4210        drrr_15+rrri 
I         32      39615.53234      39615.53234      39716.79046    162.6450         drrr_15+rrg 
I         33      39588.15093      39615.53234      39588.15093    165.8080         drrr_15+rrg 
I         34      39588.15093      39588.15093      39668.52301    168.9480         drrr_15+rrg 
I         35      39588.15093      39588.15093      39613.00219    171.7990         drrr_15+rrg 
I         36      39588.15093      39588.15093      39598.54755    175.0700         drrr_15+rrg 
I         37      39588.15093      39588.15093      39658.41675    176.4590        drrr_15+rrri 
I         38      39588.15093      39588.15093      39619.55557    177.8470        drrr_15+rrri 
I         39      39588.15093      39588.15093      39623.37976    179.3470        drrr_15+rrri 
I         40      39588.15093      39588.15093      39591.79092    181.0480        drrr_15+rroi 
I         41      39588.15093      39588.15093      39614.95509    184.1180         drrr_15+rrg 
I         42      39588.15093      39588.15093      39596.59737    187.6260         drrr_15+rrg 
I         43      39588.15093      39588.15093      39607.43588    189.0510        drrr_15+rroi 
I         44      39575.75137      39588.15093      39575.75137    190.4410        drrr_15+rroi 
I         45      39575.75137      39575.75137      39634.11060    194.1290         drrr_15+rrg 
I         46      39575.75137      39575.75137      39586.98218    197.0700         drrr_15+rrg 
I         47      39575.75137      39575.75137      39586.32675    198.3960        drrr_15+rroi 
I         48      39575.75137      39575.75137      39620.96931    199.6820        drrr_15+rrri 
I         49      39575.75137      39575.75137      39579.55273    201.2570        drrr_15+rrri 
I         50      39575.75137      39575.75137      39602.44273    202.6720        drrr_15+rroi 
I         51      39573.26705      39575.75137      39573.26705    204.5850        drrr_15+rrri 
I         52      39573.26705      39573.26705      39576.73943    206.3320        drrr_15+rroi 
I         53      39573.26705      39573.26705      39627.38397    207.7480        drrr_15+rrri 
I         54      39573.26705      39573.26705      39590.50393    209.1890        drrr_15+rroi 
I         55      39573.26705      39573.26705      39605.57660    210.5850        drrr_15+rrri 
I         56      39573.26705      39573.26705      39607.05392    212.0370        drrr_15+rrri 
I         57      39573.26705      39573.26705      39577.52900    213.4720        drrr_15+rroi 
I         58      39573.26705      39573.26705      39600.71416    215.1150        drrr_15+rroi 
I         59      39573.26705      39573.26705      39587.06216    218.1360         drrr_15+rrg 
I         60      39573.26705      39573.26705      39609.35981    219.4660        drrr_15+rroi 
I         61      39573.26705      39573.26705      39607.53443    222.7520         drrr_15+rrg 
I         62      39573.26705      39573.26705      39591.47811    224.1190        drrr_15+rroi 
I         63      39573.26705      39573.26705      39618.23194    225.6050        drrr_15+rrri 
I         64      39573.26705      39573.26705      39636.00667    228.1930         drrr_15+rrg 
I         65      39552.97841      39573.26705      39552.97841    229.6400        drrr_15+rroi 
I         66      39552.97841      39552.97841      39573.29442    230.9970        drrr_15+rroi 
I         67      39533.82560      39552.97841      39533.82560    232.3400        drrr_15+rroi 
I         68      39533.82560      39533.82560      39583.11729    233.6850        drrr_15+rroi 
I         69      39533.82560      39533.82560      39620.95154    237.2830         drrr_15+rrg 
I         70      39533.82560      39533.82560      39555.86724    238.8270        drrr_15+rroi 
I         71      39525.37459      39533.82560      39525.37459    240.3650        drrr_15+rroi 
I         72      39518.06130      39525.37459      39518.06130    243.4570         drrr_15+rrg 
I         73      39518.06130      39518.06130      39566.12535    244.9000        drrr_15+rrri 
I         74      39503.47044      39518.06130      39503.47044    246.2450        drrr_15+rrri 
I         75      39503.47044      39503.47044      39596.52151    248.4600         drrr_15+rrg 
I         76      39503.47044      39503.47044      39515.55240    249.7810        drrr_15+rroi 
I         77      39503.47044      39503.47044      39523.81792    251.3840        drrr_15+rroi 
I         78      39503.47044      39503.47044      39528.33916    252.8370        drrr_15+rrri 
I         79      39503.47044      39503.47044      39567.55884    255.4080         drrr_15+rrg 
I         80      39497.98887      39503.47044      39497.98887    258.5560         drrr_15+rrg 
I         81      39497.98887      39497.98887      39548.70762    260.9510         drrr_15+rrg 
I         82      39497.98887      39497.98887      39529.73686    262.5590        drrr_15+rrri 
I         83      39492.45582      39497.98887      39492.45582    264.2490        drrr_15+rroi 
I         84      39492.45582      39492.45582      39529.19343    265.8770        drrr_15+rroi 
I         85      39492.45582      39492.45582      39526.89244    267.4940        drrr_15+rrri 
I         86      39492.45582      39492.45582      39500.75103    268.9370        drrr_15+rrri 
I         87      39492.45582      39492.45582      39545.12450    270.4700        drrr_15+rroi 
I         88      39492.45582      39492.45582      39511.59730    273.1340         drrr_15+rrg 
I         89      39492.45582      39492.45582      39523.10485    274.5900        drrr_15+rrri 
I         90      39492.45582      39492.45582      39510.39628    275.9040        drrr_15+rroi 
I         91      39484.18242      39492.45582      39484.18242    277.3210        drrr_15+rroi 
I         92      39484.18242      39484.18242      39491.97366    278.6530        drrr_15+rrri 
I         93      39484.18242      39484.18242      39520.39672    281.2780         drrr_15+rrg 
I         94      39484.18242      39484.18242      39507.82655    282.6950        drrr_15+rrri 
I         95      39477.06006      39484.18242      39477.06006    283.9640        drrr_15+rroi 
I         96      39477.06006      39477.06006      39498.75537    285.3410        drrr_15+rrri 
I         97      39475.19647      39477.06006      39475.19647    286.8430        drrr_15+rroi 
I         98      39475.19647      39475.19647      39478.25680    288.1730        drrr_15+rrri 
I         99      39475.19647      39475.19647      39527.32382    289.6780        drrr_15+rroi 
I        100      39475.19647      39475.19647      39514.25149    293.0800         drrr_15+rrg 
I        101      39475.19647      39475.19647      39563.83200    295.8420         drrr_15+rrg 
I        102      39475.19647      39475.19647      39506.36146    297.4780        drrr_15+rroi 
I        103      39475.19647      39475.19647      39535.43931    300.7670         drrr_15+rrg 
I        104      39475.19647      39475.19647      39506.68152    302.1470        drrr_15+rroi 
I        105      39475.19647      39475.19647      39510.08181    303.4760        drrr_15+rroi 
I        106      39461.63572      39475.19647      39461.63572    304.9880        drrr_15+rrri 
I        107      39461.63572      39461.63572      39469.34902    306.4950        drrr_15+rroi 
I        108      39461.63572      39461.63572      39498.42714    310.1080         drrr_15+rrg 
I        109      39461.63572      39461.63572      39528.14844    313.0440         drrr_15+rrg 
I        110      39461.63572      39461.63572      39510.09656    314.4360        drrr_15+rroi 
I        111      39461.63572      39461.63572      39473.89655    316.1330        drrr_15+rrri 
I        112      39461.63572      39461.63572      39488.25658    318.9240         drrr_15+rrg 
I        113      39461.63572      39461.63572      39490.14959    320.3830        drrr_15+rroi 
I        114      39461.63572      39461.63572      39489.83022    321.6960        drrr_15+rroi 
I        115      39452.07188      39461.63572      39452.07188    323.3530        drrr_15+rroi 
I        116      39452.07188      39452.07188      39465.24082    324.6890        drrr_15+rroi 
I        117      39437.37168      39452.07188      39437.37168    327.6780         drrr_15+rrg 
I        118      39437.37168      39437.37168      39448.72418    329.9200         drrr_15+rrg 
I        119      39437.37168      39437.37168      39479.54122    331.2960        drrr_15+rrri 
I        120      39437.37168      39437.37168      39468.02766    334.3530         drrr_15+rrg 
I        121      39437.37168      39437.37168      39471.54101    335.9990        drrr_15+rroi 
I        122      39437.37168      39437.37168      39472.53662    337.5420        drrr_15+rrri 
I        123      39437.37168      39437.37168      39486.18322    340.6300         drrr_15+rrg 
I        124      39437.37168      39437.37168      39565.43009    343.6230         drrr_15+rrg 
I        125      39437.37168      39437.37168      39458.48785    345.1390        drrr_15+rrri 
I        126      39437.37168      39437.37168      39462.37855    347.8460         drrr_15+rrg 
I        127      39437.37168      39437.37168      39476.65488    349.1630        drrr_15+rrri 
I        128      39437.37168      39437.37168      39451.52776    352.0290         drrr_15+rrg 
I        129      39437.37168      39437.37168      39515.58664    355.0610         drrr_15+rrg 
I        130      39437.37168      39437.37168      39450.71345    356.6120        drrr_15+rroi 
I        131      39437.37168      39437.37168      39481.88698    358.2530        drrr_15+rroi 
I        132      39437.37168      39437.37168      39458.48987    360.7100         drrr_15+rrg 
I        133      39437.37168      39437.37168      39439.28265    363.4670         drrr_15+rrg 
I        134      39437.37168      39437.37168      39453.39216    364.8120        drrr_15+rrri 
