EADARP version 11bb-dirty
ARGS: --ifile=EADARP/instances/l2/a180-3600.txt --repair_max_routes=40 --mh_lfreq=1 --mh_checkit=true --only_single_s_visits=false --seed=1479419931 --mh_titer=300 --odir=EADARP/prunedArcs/a200-4000 --oname=run9
Settings:
--alns_gamma=0.025
--alns_segment_size=100
--alns_sigma1=10
--alns_sigma2=9
--alns_sigma3=3
--at_most_one_s=false
--gamma=-1.0
--ifile=EADARP/instances/l2/a180-3600.txt
--infeasible_arcs=EADARP/infeasible_arcs
--insert_charging_otf=true
--insert_cost_noise=0.014
--lns_init_temp_factor=0.0
--lns_temp_dec_factor=0.99
--log_all_sols_fname=
--mh_checkit=true
--mh_lfreq=1
--mh_lnewinc=true
--mh_tciter=-1
--mh_tctime=-1.0
--mh_titer=300
--mh_tobj=-1.0
--mh_ttime=-1.0
--odir=EADARP/prunedArcs/a200-4000
--oname=run9
--only_single_s_visits=false
--repair_max_routes=40
--route_based_ops=0
--seed=1479419931
--use_milp_in_otf=0
--xcheck_isfeasible=false

EADARPInstance(EADARP/instances/l2/a180-3600.txt, n=3600, n_K=180, S=[7563, 7564, 7565], Q=14.85, n_F=180, γ=0.7, T_plan=1200.0)

T preprocessing time [s]: 6.093
I       iter             best          obj_old          obj_new        time              method info
I          1     100031.00000     103600.00000     100031.00000    102.8840                 con 
I          2      39694.73991     100031.00000      39694.73991    105.0480        drrr_15+rroi 
I          3      39694.73991      39694.73991      39742.17335    108.0830         drrr_15+rrg 
I          4      39683.75389      39694.73991      39683.75389    109.4730        drrr_15+rroi 
I          5      39654.99522      39683.75389      39654.99522    111.1040        drrr_15+rroi 
I          6      39654.99522      39654.99522      39660.55516    112.7560        drrr_15+rrri 
I          7      39654.99522      39654.99522      39660.04549    114.3910        drrr_15+rrri 
I          8      39654.99522      39654.99522      39692.95110    117.6590         drrr_15+rrg 
I          9      39654.99522      39654.99522      39676.14701    119.1110        drrr_15+rrri 
I         10      39654.99522      39654.99522      39675.55367    120.5560        drrr_15+rroi 
I         11      39654.99522      39654.99522      39705.75023    121.9400        drrr_15+rroi 
I         12      39654.99522      39654.99522      39670.74506    123.4790        drrr_15+rroi 
I         13      39654.99522      39654.99522      39682.18651    124.9790        drrr_15+rroi 
I         14      39654.29536      39654.99522      39654.29536    126.6870        drrr_15+rroi 
I         15      39654.29536      39654.29536      39695.68942    130.0630         drrr_15+rrg 
I         16      39654.29536      39654.29536      39666.64293    131.5200        drrr_15+rroi 
I         17      39634.93180      39654.29536      39634.93180    133.0390        drrr_15+rroi 
