EADARP version 11bb-dirty
ARGS: --ifile=EADARP/instances/l2/a180-3600.txt --repair_max_routes=40 --mh_lfreq=1 --mh_checkit=true --only_single_s_visits=false --seed=1479419931 --mh_titer=300 --odir=EADARP/prunedArcs/a200-4000 --oname=run5
Settings:
--alns_gamma=0.025
--alns_segment_size=100
--alns_sigma1=10
--alns_sigma2=9
--alns_sigma3=3
--at_most_one_s=false
--gamma=-1.0
--ifile=EADARP/instances/l2/a180-3600.txt
--infeasible_arcs=EADARP/infeasible_arcs
--insert_charging_otf=true
--insert_cost_noise=0.014
--lns_init_temp_factor=0.0
--lns_temp_dec_factor=0.99
--log_all_sols_fname=
--mh_checkit=true
--mh_lfreq=1
--mh_lnewinc=true
--mh_tciter=-1
--mh_tctime=-1.0
--mh_titer=300
--mh_tobj=-1.0
--mh_ttime=-1.0
--odir=EADARP/prunedArcs/a200-4000
--oname=run5
--only_single_s_visits=false
--repair_max_routes=40
--route_based_ops=0
--seed=1479419931
--use_milp_in_otf=0
--xcheck_isfeasible=false

EADARPInstance(EADARP/instances/l2/a180-3600.txt, n=3600, n_K=180, S=[7563, 7564, 7565], Q=14.85, n_F=180, γ=0.7, T_plan=1200.0)

T preprocessing time [s]: 6.352
I       iter             best          obj_old          obj_new        time              method info
I          1     100031.00000     103600.00000     100031.00000    100.7910                 con 
I          2      39694.73991     100031.00000      39694.73991    102.9240        drrr_15+rroi 
I          3      39694.73991      39694.73991      39742.17335    105.8780         drrr_15+rrg 
I          4      39683.75389      39694.73991      39683.75389    107.3190        drrr_15+rroi 
I          5      39654.99522      39683.75389      39654.99522    109.0160        drrr_15+rroi 
I          6      39654.99522      39654.99522      39660.55516    110.6660        drrr_15+rrri 
I          7      39654.99522      39654.99522      39660.04549    112.2770        drrr_15+rrri 
I          8      39654.99522      39654.99522      39692.95110    115.4780         drrr_15+rrg 
I          9      39654.99522      39654.99522      39676.14701    116.9710        drrr_15+rrri 
I         10      39654.99522      39654.99522      39675.55367    118.4400        drrr_15+rroi 
I         11      39654.99522      39654.99522      39705.75023    119.8200        drrr_15+rroi 
I         12      39654.99522      39654.99522      39670.74506    121.2940        drrr_15+rroi 
I         13      39654.99522      39654.99522      39682.18651    122.6540        drrr_15+rroi 
I         14      39654.29536      39654.99522      39654.29536    124.2090        drrr_15+rroi 
I         15      39654.29536      39654.29536      39695.68942    127.4820         drrr_15+rrg 
I         16      39654.29536      39654.29536      39666.64293    128.9210        drrr_15+rroi 
I         17      39634.93180      39654.29536      39634.93180    130.4480        drrr_15+rroi 
I         18      39625.38591      39634.93180      39625.38591    133.5550         drrr_15+rrg 
I         19      39625.38591      39625.38591      39637.43483    135.0080        drrr_15+rroi 
I         20      39625.38591      39625.38591      39675.24302    136.4620        drrr_15+rrri 
I         21      39625.38591      39625.38591      39643.03652    139.8420         drrr_15+rrg 
I         22      39625.38591      39625.38591      39637.47710    141.5260        drrr_15+rrri 
I         23      39625.38591      39625.38591      39667.27195    142.9320        drrr_15+rroi 
I         24      39615.53234      39625.38591      39615.53234    144.4770        drrr_15+rroi 
I         25      39615.53234      39615.53234      39638.35126    146.1410        drrr_15+rroi 
I         26      39615.53234      39615.53234      39628.19615    149.3670         drrr_15+rrg 
I         27      39615.53234      39615.53234      39691.70371    152.5610         drrr_15+rrg 
I         28      39615.53234      39615.53234      39622.08168    155.1490         drrr_15+rrg 
I         29      39615.53234      39615.53234      39618.96178    156.6400        drrr_15+rroi 
I         30      39615.53234      39615.53234      39627.28790    157.9330        drrr_15+rrri 
I         31      39615.53234      39615.53234      39637.58642    159.3210        drrr_15+rrri 
I         32      39615.53234      39615.53234      39716.79046    162.6090         drrr_15+rrg 
I         33      39588.15093      39615.53234      39588.15093    165.7390         drrr_15+rrg 
I         34      39588.15093      39588.15093      39668.52301    168.9820         drrr_15+rrg 
I         35      39588.15093      39588.15093      39613.00219    171.7990         drrr_15+rrg 
I         36      39588.15093      39588.15093      39598.54755    175.0880         drrr_15+rrg 
I         37      39588.15093      39588.15093      39658.41675    176.6360        drrr_15+rrri 
I         38      39588.15093      39588.15093      39619.55557    178.1560        drrr_15+rrri 
I         39      39588.15093      39588.15093      39623.37976    179.6100        drrr_15+rrri 
I         40      39588.15093      39588.15093      39591.79092    181.3470        drrr_15+rroi 
I         41      39588.15093      39588.15093      39614.95509    184.4450         drrr_15+rrg 
I         42      39588.15093      39588.15093      39596.59737    187.6480         drrr_15+rrg 
I         43      39588.15093      39588.15093      39607.43588    189.0790        drrr_15+rroi 
I         44      39575.75137      39588.15093      39575.75137    190.4850        drrr_15+rroi 
I         45      39575.75137      39575.75137      39634.11060    194.2520         drrr_15+rrg 
I         46      39575.75137      39575.75137      39586.98218    197.1450         drrr_15+rrg 
I         47      39575.75137      39575.75137      39586.32675    198.3920        drrr_15+rroi 
I         48      39575.75137      39575.75137      39620.96931    199.6450        drrr_15+rrri 
I         49      39575.75137      39575.75137      39579.55273    201.1930        drrr_15+rrri 
I         50      39575.75137      39575.75137      39602.44273    202.5860        drrr_15+rroi 
I         51      39573.26705      39575.75137      39573.26705    204.4230        drrr_15+rrri 
I         52      39573.26705      39573.26705      39576.73943    205.8670        drrr_15+rroi 
I         53      39573.26705      39573.26705      39627.38397    207.0870        drrr_15+rrri 
I         54      39573.26705      39573.26705      39590.50393    208.5410        drrr_15+rroi 
I         55      39573.26705      39573.26705      39605.57660    209.8690        drrr_15+rrri 
I         56      39573.26705      39573.26705      39607.05392    211.2810        drrr_15+rrri 
I         57      39573.26705      39573.26705      39577.52900    212.6990        drrr_15+rroi 
I         58      39573.26705      39573.26705      39600.71416    214.3420        drrr_15+rroi 
I         59      39573.26705      39573.26705      39587.06216    217.3630         drrr_15+rrg 
I         60      39573.26705      39573.26705      39609.35981    218.6550        drrr_15+rroi 
I         61      39573.26705      39573.26705      39607.53443    221.8290         drrr_15+rrg 
I         62      39573.26705      39573.26705      39591.47811    223.1720        drrr_15+rroi 
I         63      39573.26705      39573.26705      39618.23194    224.6520        drrr_15+rrri 
I         64      39573.26705      39573.26705      39636.00667    227.1760         drrr_15+rrg 
I         65      39552.97841      39573.26705      39552.97841    228.5770        drrr_15+rroi 
I         66      39552.97841      39552.97841      39573.29442    229.9180        drrr_15+rroi 
I         67      39533.82560      39552.97841      39533.82560    231.2260        drrr_15+rroi 
I         68      39533.82560      39533.82560      39583.11729    232.5540        drrr_15+rroi 
I         69      39533.82560      39533.82560      39620.95154    236.0230         drrr_15+rrg 
I         70      39533.82560      39533.82560      39555.86724    237.5350        drrr_15+rroi 
I         71      39525.37459      39533.82560      39525.37459    239.0650        drrr_15+rroi 
I         72      39518.06130      39525.37459      39518.06130    242.0960         drrr_15+rrg 
I         73      39518.06130      39518.06130      39566.12535    243.5340        drrr_15+rrri 
I         74      39503.47044      39518.06130      39503.47044    244.8570        drrr_15+rrri 
I         75      39503.47044      39503.47044      39596.52151    247.1580         drrr_15+rrg 
I         76      39503.47044      39503.47044      39515.55240    248.4530        drrr_15+rroi 
