EADARP version 11bb-dirty
ARGS: --ifile=EADARP/instances/l2/a180-3600.txt --repair_max_routes=40 --mh_lfreq=1 --mh_checkit=true --only_single_s_visits=false --seed=1479419931 --mh_titer=300 --odir=EADARP/prunedArcs/a200-4000 --oname=run3
Settings:
--alns_gamma=0.025
--alns_segment_size=100
--alns_sigma1=10
--alns_sigma2=9
--alns_sigma3=3
--at_most_one_s=false
--gamma=-1.0
--ifile=EADARP/instances/l2/a180-3600.txt
--infeasible_arcs=EADARP/infeasible_arcs
--insert_charging_otf=true
--insert_cost_noise=0.014
--lns_init_temp_factor=0.0
--lns_temp_dec_factor=0.99
--log_all_sols_fname=
--mh_checkit=true
--mh_lfreq=1
--mh_lnewinc=true
--mh_tciter=-1
--mh_tctime=-1.0
--mh_titer=300
--mh_tobj=-1.0
--mh_ttime=-1.0
--odir=EADARP/prunedArcs/a200-4000
--oname=run3
--only_single_s_visits=false
--repair_max_routes=40
--route_based_ops=0
--seed=1479419931
--use_milp_in_otf=0
--xcheck_isfeasible=false

EADARPInstance(EADARP/instances/l2/a180-3600.txt, n=3600, n_K=180, S=[7563, 7564, 7565], Q=14.85, n_F=180, γ=0.7, T_plan=1200.0)

T preprocessing time [s]: 2.096
I       iter             best          obj_old          obj_new        time              method info
I          1      39330.06732     103600.00000      39330.06732     85.7560                 con 
I          2      39330.06732      39330.06732      39342.50525     86.9920        drrr_15+rrri 
I          3      39330.06732      39330.06732      39343.49176     88.0480        drrr_15+rroi 
I          4      39328.57499      39330.06732      39328.57499     90.5420         drrr_15+rrg 
I          5      39328.21769      39328.57499      39328.21769     91.7390        drrr_15+rrri 
I          6      39320.97777      39328.21769      39320.97777     92.9770        drrr_15+rrri 
I          7      39320.97777      39320.97777      39321.66140     95.4000         drrr_15+rrg 
I          8      39320.97777      39320.97777      39324.78104     96.6080        drrr_15+rroi 
I          9      39320.24489      39320.97777      39320.24489     99.3700         drrr_15+rrg 
I         10      39320.24489      39320.24489      39376.46014    100.5280        drrr_15+rroi 
I         11      39320.24489      39320.24489      39348.09347    101.7950        drrr_15+rrri 
I         12      39301.16075      39320.24489      39301.16075    102.9360        drrr_15+rrri 
I         13      39301.16075      39301.16075      39319.57453    104.2190        drrr_15+rrri 
I         14      39301.16075      39301.16075      39313.04411    105.3780        drrr_15+rrri 
I         15      39301.16075      39301.16075      39354.81069    106.5020        drrr_15+rrri 
I         16      39301.16075      39301.16075      39312.58631    107.6510        drrr_15+rrri 
I         17      39285.05198      39301.16075      39285.05198    108.9030        drrr_15+rrri 
I         18      39285.05198      39285.05198      39296.12303    110.0830        drrr_15+rroi 
I         19      39285.05198      39285.05198      39287.37596    111.2470        drrr_15+rroi 
I         20      39285.05198      39285.05198      39297.78843    112.3840        drrr_15+rroi 
I         21      39285.05198      39285.05198      39339.99932    113.5400        drrr_15+rroi 
I         22      39264.02081      39285.05198      39264.02081    115.9050         drrr_15+rrg 
I         23      39264.02081      39264.02081      39280.29252    117.2750        drrr_15+rrri 
I         24      39264.02081      39264.02081      39265.38007    118.4850        drrr_15+rroi 
I         25      39264.02081      39264.02081      39277.28936    120.8760         drrr_15+rrg 
I         26      39247.82504      39264.02081      39247.82504    123.2830         drrr_15+rrg 
I         27      39247.82504      39247.82504      39283.99110    124.3920        drrr_15+rroi 
I         28      39247.82504      39247.82504      39286.99334    125.5740        drrr_15+rroi 
I         29      39242.07225      39247.82504      39242.07225    128.2980         drrr_15+rrg 
I         30      39242.07225      39242.07225      39244.14491    129.3850        drrr_15+rroi 
I         31      39242.07225      39242.07225      39280.76517    130.5510        drrr_15+rrri 
I         32      39242.07225      39242.07225      39243.04126    132.9910         drrr_15+rrg 
I         33      39237.54374      39242.07225      39237.54374    134.0660        drrr_15+rroi 
I         34      39237.54374      39237.54374      39240.85384    136.6820         drrr_15+rrg 
I         35      39237.54374      39237.54374      39266.16218    137.7620        drrr_15+rrri 
I         36      39237.54374      39237.54374      39257.57328    138.9340        drrr_15+rroi 
I         37      39216.19222      39237.54374      39216.19222    141.7240         drrr_15+rrg 
I         38      39204.50127      39216.19222      39204.50127    143.1650        drrr_15+rrri 
I         39      39204.50127      39204.50127      39224.25161    144.5080        drrr_15+rroi 
I         40      39199.06125      39204.50127      39199.06125    145.7730        drrr_15+rroi 
I         41      39199.06125      39199.06125      39212.34192    148.1800         drrr_15+rrg 
I         42      39199.06125      39199.06125      39242.46603    149.4240        drrr_15+rrri 
I         43      39199.06125      39199.06125      39237.11401    150.4700        drrr_15+rrri 
I         44      39199.06125      39199.06125      39201.55264    151.5890        drrr_15+rroi 
I         45      39199.06125      39199.06125      39287.66189    153.8820         drrr_15+rrg 
I         46      39199.06125      39199.06125      39205.38600    155.0080        drrr_15+rrri 
I         47      39199.06125      39199.06125      39225.80170    156.1470        drrr_15+rroi 
I         48      39199.06125      39199.06125      39226.85721    157.3430        drrr_15+rroi 
I         49      39199.06125      39199.06125      39235.92732    158.5570        drrr_15+rroi 
I         50      39199.06125      39199.06125      39247.47120    159.8300        drrr_15+rroi 
I         51      39199.06125      39199.06125      39203.78215    162.5150         drrr_15+rrg 
I         52      39199.06125      39199.06125      39262.93957    164.7150         drrr_15+rrg 
I         53      39199.06125      39199.06125      39201.98661    165.9380        drrr_15+rroi 
I         54      39199.06125      39199.06125      39211.82714    167.2620        drrr_15+rroi 
I         55      39199.06125      39199.06125      39209.13368    170.0220         drrr_15+rrg 
I         56      39199.06125      39199.06125      39245.34975    171.3080        drrr_15+rrri 
I         57      39199.06125      39199.06125      39213.05916    172.3770        drrr_15+rroi 
I         58      39199.06125      39199.06125      39209.07104    173.6930        drrr_15+rrri 
I         59      39199.06125      39199.06125      39228.84235    174.9250        drrr_15+rroi 
I         60      39199.06125      39199.06125      39211.37510    176.1450        drrr_15+rrri 
I         61      39199.06125      39199.06125      39245.76679    177.2960        drrr_15+rrri 
I         62      39196.93111      39199.06125      39196.93111    179.9290         drrr_15+rrg 
I         63      39183.95677      39196.93111      39183.95677    181.2400        drrr_15+rroi 
I         64      39183.95677      39183.95677      39249.68288    182.2750        drrr_15+rroi 
I         65      39179.31889      39183.95677      39179.31889    183.4640        drrr_15+rroi 
I         66      39179.31889      39179.31889      39230.73095    184.4450        drrr_15+rroi 
I         67      39179.31889      39179.31889      39198.82051    185.6220        drrr_15+rroi 
I         68      39170.94958      39179.31889      39170.94958    186.7420        drrr_15+rrri 
I         69      39170.94958      39170.94958      39198.78442    187.9480        drrr_15+rrri 
I         70      39170.94958      39170.94958      39210.99572    189.0610        drrr_15+rroi 
I         71      39170.94958      39170.94958      39172.91835    191.6350         drrr_15+rrg 
I         72      39169.75326      39170.94958      39169.75326    194.2410         drrr_15+rrg 
I         73      39169.75326      39169.75326      39191.14861    195.3930        drrr_15+rroi 
I         74      39167.18790      39169.75326      39167.18790    196.6540        drrr_15+rroi 
I         75      39167.18790      39167.18790      39253.13370    199.1110         drrr_15+rrg 
I         76      39167.18790      39167.18790      39176.88748    200.3150        drrr_15+rrri 
I         77      39167.18790      39167.18790      39197.09245    201.5260        drrr_15+rroi 
I         78      39146.33092      39167.18790      39146.33092    204.1670         drrr_15+rrg 
I         79      39146.33092      39146.33092      39146.51357    205.4080        drrr_15+rroi 
I         80      39146.33092      39146.33092      39150.98974    207.8400         drrr_15+rrg 
I         81      39146.33092      39146.33092      39167.28824    209.1290        drrr_15+rrri 
I         82      39146.33092      39146.33092      39162.60467    210.2970        drrr_15+rrri 
I         83      39130.71629      39146.33092      39130.71629    211.3960        drrr_15+rroi 
I         84      39130.71629      39130.71629      39141.78439    213.7800         drrr_15+rrg 
I         85      39130.71629      39130.71629      39161.52771    216.4960         drrr_15+rrg 
I         86      39130.71629      39130.71629      39140.90056    218.7750         drrr_15+rrg 
I         87      39130.71629      39130.71629      39150.81147    219.9910        drrr_15+rrri 
I         88      39130.71629      39130.71629      39164.53402    222.4410         drrr_15+rrg 
I         89      39130.71629      39130.71629      39182.50432    224.6510         drrr_15+rrg 
I         90      39130.71629      39130.71629      39178.29176    225.7820        drrr_15+rrri 
I         91      39129.20602      39130.71629      39129.20602    226.8780        drrr_15+rrri 
I         92      39129.20602      39129.20602      39164.59623    227.8580        drrr_15+rroi 
I         93      39129.20602      39129.20602      39179.59315    229.1390        drrr_15+rrri 
I         94      39129.20602      39129.20602      39147.98666    230.3980        drrr_15+rrri 
I         95      39106.25535      39129.20602      39106.25535    231.5500        drrr_15+rrri 
I         96      39106.25535      39106.25535      39137.51759    234.1600         drrr_15+rrg 
I         97      39106.25535      39106.25535      39168.64010    235.3810        drrr_15+rrri 
I         98      39099.66721      39106.25535      39099.66721    236.5920        drrr_15+rroi 
I         99      39097.34094      39099.66721      39097.34094    237.8560        drrr_15+rroi 
I        100      39097.34094      39097.34094      39101.58716    239.9120         drrr_15+rrg 
I        101      39097.34094      39097.34094      39121.67834    241.0120        drrr_15+rroi 
I        102      39097.34094      39097.34094      39113.30639    242.2280        drrr_15+rroi 
I        103      39097.34094      39097.34094      39141.90746    244.3400         drrr_15+rrg 
I        104      39097.34094      39097.34094      39136.48932    245.4460        drrr_15+rrri 
I        105      39097.34094      39097.34094      39125.49931    246.6150        drrr_15+rrri 
